name,country,qs_rank,ti_rank,sh_rank,lon,lat,rank,iso2,region,continent,invRank,intRank,rankGroup
École Normale Supérieure de Lyon,France,157,182,250.5,4.8285332,45.7298448,196.5,FR,Western Europe,Europe,0.005089058524173028,196,100-200
University of Aberdeen,UK,158,185,250.5,-2.1015257,57.16476,197.83333333333334,GB,Northern Europe,Europe,0.005054759898904802,198,100-200
Eindhoven University of Technology,Netherlands,104,141,350.5,5.4907148,51.4486098,198.5,NL,Western Europe,Europe,0.005037783375314861,198,100-200
Monterrey Institute of Technology and Higher Education,Mexico,199,-,-,-100.28954,25.6515649,199,MX,Central America,Americas,0.005025125628140704,199,100-200
University of Hamburg,Germany,223,-,175.5,9.9846195,53.5665641,199.25,DE,Western Europe,Europe,0.005018820577164366,199,100-200
Georgetown University,USA,227,123,250.5,-77.0722585,38.9076089,200.16666666666666,US,North America,Americas,0.004995836802664446,200,200-300
University of Waterloo,Canada,152,-,250.5,-80.5448576,43.4722854,201.25,CA,North America,Americas,0.004968944099378882,201,200-300
Hanyang University,Republic of Korea,155,-,250.5,127.0453219,37.5572321,202.75,KR,East Asia,Asia,0.004932182490752158,203,200-300
Waseda University,Japan,203,-,-,139.7196485,35.7087334,203,JP,East Asia,Asia,0.0049261083743842365,203,200-300
University of Barcelona,Spain,156,-,250.5,2.16402,41.386608,203.25,ES,Southern Europe,Europe,0.004920049200492005,203,200-300
University of Miami,USA,252,186,175.5,-80.2771253,25.7191685,204.5,US,North America,Americas,0.004889975550122249,204,200-300
University of Notre Dame,USA,216,150,250.5,-86.2353388,41.7055716,205.5,US,North America,Americas,0.004866180048661801,206,200-300
Grenoble Alpes University,France,236,-,175.5,5.7749356,45.1906157,205.75,FR,Western Europe,Europe,0.004860267314702308,206,200-300
University of Illinois at Chicago,USA,207,-,-,-87.6581066,41.8749598,207,US,North America,Americas,0.004830917874396135,207,200-300
University of Bergen,Norway,164,-,250.5,5.3217549,60.3878586,207.25,NO,Northern Europe,Europe,0.0048250904704463205,207,200-300
Macquarie University,Australia,240,-,175.5,151.1126498,-33.7738237,207.75,AU,Australia and New Zealand,Oceania,0.0048134777376654635,208,200-300
University of Erlangen-Nuremberg,Germany,287,162,175.5,11.0045507,49.5978804,208.16666666666666,DE,Western Europe,Europe,0.004803843074459568,208,200-300
University of Sussex,UK,228,147,250.5,-0.087914,50.8670895,208.5,GB,Northern Europe,Europe,0.004796163069544364,208,200-300
University of Alabama at Birmingham,USA,-,168,250.5,-86.8064447,33.5021227,209.25,US,North America,Americas,0.0047789725209080045,209,200-300
Politecnico di Milano,Italy,170,-,250.5,9.2297627,45.4786455,210.25,IT,Southern Europe,Europe,0.0047562425683709865,210,200-300
University of Lancaster,UK,135,150,350.5,-2.7877294,54.0103942,211.83333333333334,GB,Northern Europe,Europe,0.004720692368214005,212,200-300
University of Massachusetts Amherst,USA,249,-,175.5,-72.5267121,42.3911569,212.25,US,North America,Americas,0.004711425206124852,212,200-300
University of Strasbourg,France,303,-,125.5,7.7664545,48.5790692,214.25,FR,Western Europe,Europe,0.004667444574095682,214,200-300
Paris Diderot University,France,305,-,125.5,2.3817936,48.8293187,215.25,FR,Western Europe,Europe,0.004645760743321719,215,200-300
Vrije Universiteit Brussel,Belgium,182,-,250.5,4.394886,50.821658,216.25,BE,Western Europe,Europe,0.004624277456647399,216,200-300
Curtin University,Australia,262,-,175.5,115.8944182,-32.0061951,218.75,AU,Australia and New Zealand,Oceania,0.004571428571428572,219,200-300
University of Gothenburg,Sweden,283,198,175.5,11.971878,57.6981719,218.83333333333334,SE,Northern Europe,Europe,0.004569687738004569,219,200-300
University of Münster,Germany,308,173,175.5,7.6131826,51.9635705,218.83333333333334,DE,Western Europe,Europe,0.004569687738004569,219,200-300
University of Bologna,Italy,188,-,250.5,11.354157,44.4962318,219.25,IT,Southern Europe,Europe,0.004561003420752566,219,200-300
University of Reading,UK,188,-,250.5,-0.9418157,51.4414205,219.25,GB,Northern Europe,Europe,0.004561003420752566,219,200-300
Sciences Po,France,220,-,-,2.3283745,48.8540917,220,FR,Western Europe,Europe,0.004545454545454545,220,200-300
Queen's University,Canada,224,-,-,-76.4951412,44.2252795,224,CA,North America,Americas,0.004464285714285714,224,200-300
National University of Sciences And Technology (NUST) Islamabad,Pakistan,435.5,16,-,-,-,225.75,PK,South Asia,Asia,0.004429678848283499,226,200-300
Queen's University Belfast,UK,202,-,250.5,-5.9340493,54.5844087,226.25,GB,Northern Europe,Europe,0.004419889502762431,226,200-300
"Royal Holloway, University of London",UK,259,197,-,-0.5630625,51.425673,228,GB,Northern Europe,Europe,0.0043859649122807015,228,200-300
Technical University of Berlin,Germany,144,92,450.5,13.3269446,52.5125322,228.83333333333334,DE,Western Europe,Europe,0.004369992716678805,229,200-300
Pompeu Fabra University,Spain,296,140,250.5,2.1797941,41.3789689,228.83333333333334,ES,Southern Europe,Europe,0.004369992716678805,229,200-300
Universiti Putra Malaysia,Malaysia,229,-,-,101.71629,2.991686,229,MY,South East Asia,Asia,0.004366812227074236,229,200-300
National University of Malaysia,Malaysia,230,-,-,101.7774225,2.929997,230,MY,South East Asia,Asia,0.004347826086956522,230,200-300
University of Antwerp,Belgium,210,-,250.5,4.4102318,51.2228097,230.25,BE,Western Europe,Europe,0.0043431053203040176,230,200-300
University of Western Ontario,Canada,210,-,250.5,-81.2737336,43.0095971,230.25,CA,North America,Americas,0.0043431053203040176,230,200-300
University of Innsbruck,Austria,286,-,175.5,11.3838006,47.2633542,230.75,AT,Western Europe,Europe,0.004333694474539545,231,200-300
Autonomous University of Barcelona,Spain,195,147,350.5,2.1048538,41.5019255,230.83333333333334,ES,Southern Europe,Europe,0.004332129963898917,231,200-300
"University of California, Riverside",USA,323,198,175.5,-117.3280644,33.9737055,232.16666666666666,US,North America,Americas,0.004307250538406317,232,200-300
University of Ottawa,Canada,289,-,175.5,-75.6831329,45.4231064,232.25,CA,North America,Americas,0.004305705059203444,232,200-300
Loughborough University,UK,234,-,-,-1.224632,52.769227,234,GB,Northern Europe,Europe,0.004273504273504274,234,200-300
University of Dundee,UK,267,187,250.5,-2.9821428,56.4582447,234.83333333333334,GB,Northern Europe,Europe,0.0042583392476933995,235,200-300
American University of Beirut,Lebanon,235,-,-,35.480744,33.9008359,235,LB,Middle East,Asia,0.00425531914893617,235,200-300
University of Padua,Italy,296,-,175.5,11.8774462,45.406766,235.75,IT,Southern Europe,Europe,0.0042417815482502655,236,200-300
Al-Farabi University,Kazakhstan,236,-,-,76.9219187,43.2252358,236,KZ,Central Asia,Asia,0.00423728813559322,236,200-300
University of Twente,Netherlands,179,179,350.5,6.8508709,52.2393971,236.16666666666666,NL,Western Europe,Europe,0.004234297812279464,236,200-300
University of Cape Town,South Africa,191,171,350.5,18.4611991,-33.957652,237.5,ZA,Southern Africa,Africa,0.004210526315789474,238,200-300
University of Lisbon,Portugal,305,-,175.5,-9.158245,38.7526578,240.25,PT,Southern Europe,Europe,0.004162330905306972,240,200-300
University of Wollongong,Australia,232,-,250.5,150.87843,-34.4054039,241.25,AU,Australia and New Zealand,Oceania,0.004145077720207254,241,200-300
University of Cologne,Germany,331,145,250.5,6.9288192,50.9281625,242.16666666666666,DE,Western Europe,Europe,0.0041293874741913286,242,200-300
Paris-Sorbonne University,France,293,196,-,2.3432774,48.8484556,244.5,FR,Western Europe,Europe,0.00408997955010225,244,200-300
Sun Yat-sen University,China,319,-,175.5,113.298883,23.0965384,247.25,CN,East Asia,Asia,0.004044489383215369,247,200-300
Queensland University of Technology,Australia,247,-,250.5,153.028415,-27.477357,248.75,AU,Australia and New Zealand,Oceania,0.004020100502512563,249,200-300
University of Leicester,UK,238,159,350.5,-1.1246325,52.6211393,249.16666666666666,GB,Northern Europe,Europe,0.004013377926421405,249,200-300
University of Tsukuba,Japan,250,-,250.5,140.103652,36.1088237,250.25,JP,East Asia,Asia,0.003996003996003996,250,200-300
Harbin Institute of Technology,China,325,-,175.5,126.6334306,45.7470436,250.25,CN,East Asia,Asia,0.003996003996003996,250,200-300
Medical University of Vienna,Austria,-,-,250.5,16.3515709,48.2203449,250.5,AT,Western Europe,Europe,0.003992015968063872,250,200-300
University of Oregon,USA,-,-,250.5,-123.0726055,44.0448302,250.5,US,North America,Americas,0.003992015968063872,250,200-300
Oregon Health & Science University,USA,-,-,250.5,-122.6858606,45.4989098,250.5,US,North America,Americas,0.003992015968063872,250,200-300
University of South Florida,USA,-,-,250.5,-82.4138539,28.0587031,250.5,US,North America,Americas,0.003992015968063872,250,200-300
Swedish University of Agricultural Sciences,Sweden,-,-,250.5,17.6628688,59.814947,250.5,SE,Northern Europe,Europe,0.003992015968063872,250,200-300
George Mason University,USA,-,-,250.5,-77.3119442,38.8314875,250.5,US,North America,Americas,0.003992015968063872,250,200-300
University of Houston,USA,-,-,250.5,-95.3422334,29.7199489,250.5,US,North America,Americas,0.003992015968063872,250,200-300
Drexel University,USA,-,-,250.5,-75.1899441,39.9566127,250.5,US,North America,Americas,0.003992015968063872,250,200-300
Claude Bernard University Lyon 1,France,-,-,250.5,4.8679611,45.7788727,250.5,FR,Western Europe,Europe,0.003992015968063872,250,200-300
University of Missouri,USA,-,-,250.5,-92.3277375,38.9403808,250.5,US,North America,Americas,0.003992015968063872,250,200-300
University of Turin,Italy,-,-,250.5,7.6889006,45.069428,250.5,IT,Southern Europe,Europe,0.003992015968063872,250,200-300
King Abdullah University of Science and Technology,Saudi Arabia,-,-,250.5,39.104697,22.309465,250.5,SA,Middle East,Asia,0.003992015968063872,250,200-300
London School of Hygiene & Tropical Medicine,UK,-,-,250.5,-0.1302803,51.5209007,250.5,GB,Northern Europe,Europe,0.003992015968063872,250,200-300
Medical University of South Carolina,USA,-,-,250.5,-79.946747,32.7844632,250.5,US,North America,Americas,0.003992015968063872,250,200-300
Paul Sabatier University (Toulouse 3),France,-,-,250.5,1.4700537,43.5619687,250.5,FR,Western Europe,Europe,0.003992015968063872,250,200-300
Soochow University,China,-,-,250.5,120.651928,31.303257,250.5,CN,East Asia,Asia,0.003992015968063872,250,200-300
South China University of Technology,China,-,-,250.5,113.344683,23.151326,250.5,CN,East Asia,Asia,0.003992015968063872,250,200-300
Southeast University,China,-,-,250.5,118.79421,32.055981,250.5,CN,East Asia,Asia,0.003992015968063872,250,200-300
The University of Texas Health Science Center at San Antonio,USA,-,-,250.5,-98.5753521,29.5074654,250.5,US,North America,Americas,0.003992015968063872,250,200-300
"University at Buffalo, The State University of New York",USA,-,-,250.5,-78.7889697,43.0008093,250.5,US,North America,Americas,0.003992015968063872,250,200-300
University of Belgrade,Serbia,-,-,250.5,20.4575676,44.8184339,250.5,RS,Southern Europe,Europe,0.003992015968063872,250,200-300
University of Granada,Spain,-,-,250.5,-3.6006329,37.1846223,250.5,ES,Southern Europe,Europe,0.003992015968063872,250,200-300
University of Illinois at Chicago,USA,-,-,250.5,-87.6474502,41.8693039,250.5,US,North America,Americas,0.003992015968063872,250,200-300
University of Lorraine,France,-,-,250.5,6.1764664,48.6962743,250.5,FR,Western Europe,Europe,0.003992015968063872,250,200-300
Virginia Commonwealth University,USA,-,-,250.5,-77.4509718,37.5495048,250.5,US,North America,Americas,0.003992015968063872,250,200-300
University of Otago,New Zealand,151,-,350.5,170.5144227,-45.8646835,250.75,NZ,Australia and New Zealand,Oceania,0.003988035892323031,251,200-300
University of Technology Malaysia,Malaysia,253,-,-,103.6381827,1.55849,253,MY,South East Asia,Asia,0.003952569169960474,253,200-300
Beijing Normal University,China,256,-,250.5,116.3662615,39.9619537,253.25,CN,East Asia,Asia,0.003948667324777887,253,200-300
National University of Colombia,Colombia,254,-,-,-74.0840464,4.6381938,254,CO,South America,Americas,0.003937007874015748,254,200-300
Goethe University Frankfurt,Germany,254,-,-,8.6677635,50.1270675,254,DE,Western Europe,Europe,0.003937007874015748,254,200-300
Ecole Polytechnique,France,59,-,450.5,2.2112917,48.7142971,254.75,FR,Western Europe,Europe,0.003925417075564278,255,200-300
University of the Andes,Colombia,256,-,-,-74.0664457,4.6014855,256,CO,South America,Americas,0.00390625,256,200-300
University of Mannheim,Germany,388,125,-,8.4622333,49.4837106,256.5,DE,Western Europe,Europe,0.003898635477582846,256,200-300
North Carolina State University,USA,263,-,250.5,-78.6820946,35.7846633,256.75,US,North America,Americas,0.0038948393378773127,257,200-300
University of Utah,USA,391,-,125.5,-111.8421021,40.7649368,258.25,US,North America,Americas,0.003872216844143272,258,200-300
Aalto University,Finland,137,190,450.5,24.827682,60.1866693,259.1666666666667,FI,Northern Europe,Europe,0.0038585209003215433,259,200-300
University College Dublin,Ireland,168,-,350.5,-6.2236395,53.3082648,259.25,IE,Northern Europe,Europe,0.003857280617164899,259,200-300
Northeastern University,USA,346,193,250.5,-71.0891717,42.3398067,263.1666666666667,US,North America,Americas,0.0037998733375554147,263,200-300
University of Technology Sydney,Australia,176,-,350.5,151.2004942,-33.8832376,263.25,AU,Australia and New Zealand,Oceania,0.003798670465337132,263,200-300
Indian Institute of Technology Madras,India,264,-,-,80.2420012,13.0052137,264,IN,South Asia,Asia,0.003787878787878788,264,200-300
National Taiwan University of Science and Technology,"Taiwan, Province of China",264,-,-,121.5406792,25.0136906,264,TW,East Asia,Asia,0.003787878787878788,264,200-300
Wuhan University,China,282,-,250.5,114.3643219,30.5360485,266.25,CN,East Asia,Asia,0.003755868544600939,266,200-300
Autonomous University of Madrid,Spain,187,-,350.5,-3.6943619,40.5466983,268.75,ES,Southern Europe,Europe,0.0037209302325581397,269,200-300
Linköping University,Sweden,287,-,250.5,15.5760072,58.3978364,268.75,SE,Northern Europe,Europe,0.0037209302325581397,269,200-300
Pantheon-Sorbonne University,France,269,-,-,2.344468,48.8469373,269,FR,Western Europe,Europe,0.0037174721189591076,269,200-300
Ecole des Ponts ParisTech,France,270,-,-,2.587983,48.841069,270,FR,Western Europe,Europe,0.003703703703703704,270,200-300
University of Navarre,Spain,270,-,-,-1.6597295,42.8014859,270,ES,Southern Europe,Europe,0.003703703703703704,270,200-300
Indian Institute of Science,India,190,-,350.5,77.5671423,13.0218597,270.25,IN,South Asia,Asia,0.0037002775208140612,270,200-300
Aix-Marseille University,France,415.5,-,125.5,5.358066,43.293621,270.5,FR,Western Europe,Europe,0.0036968576709796672,270,200-300
University of East Anglia,UK,274,188,350.5,1.2391761,52.6219215,270.8333333333333,GB,Northern Europe,Europe,0.0036923076923076927,271,200-300
Keio University,Japan,192,-,350.5,139.7429376,35.6489643,271.25,JP,East Asia,Asia,0.003686635944700461,271,200-300
Deakin University,Australia,293,-,250.5,144.3596982,-38.1435006,271.75,AU,Australia and New Zealand,Oceania,0.0036798528058877645,272,200-300
Polytechnic University of Catalonia,Spain,275,-,-,2.1132804,41.388004,275,ES,Southern Europe,Europe,0.0036363636363636364,275,200-300
University of Würzburg,Germany,485.5,165,175.5,9.9708462,49.7830083,275.3333333333333,DE,Western Europe,Europe,0.0036319612590799033,275,200-300
University of Chile,Chile,201,-,350.5,-70.6509277,-33.4445204,275.75,CL,South America,Americas,0.003626473254759746,276,200-300
Tilburg University,Netherlands,357,195,-,5.0419736,51.5631406,276,NL,Western Europe,Europe,0.0036231884057971015,276,200-300
Universitas Indonesia,Indonesia,277,-,-,106.8270482,-6.3627638,277,ID,South East Asia,Asia,0.0036101083032490976,277,200-300
University of Strathclyde,UK,277,-,-,-4.2428535,55.8628285,277,GB,Northern Europe,Europe,0.0036101083032490976,277,200-300
National Chiao Tung University,"Taiwan, Province of China",207,-,350.5,120.999263,24.789067,278.75,TW,East Asia,Asia,0.003587443946188341,279,200-300
University of South Australia,Australia,279,-,-,138.6066669,-34.9201652,279,AU,Australia and New Zealand,Oceania,0.0035842293906810036,279,200-300
Carlos III University of Madrid,Spain,281,-,-,-3.7270795,40.316966,281,ES,Southern Europe,Europe,0.0035587188612099642,281,200-300
University of Tasmania,Australia,313,-,250.5,147.3247697,-42.9041217,281.75,AU,Australia and New Zealand,Oceania,0.00354924578527063,282,200-300
Charles University in Prague,Czech Republic,314,-,250.5,14.4234889,50.0871106,282.25,CZ,Eastern Europe,Europe,0.00354295837023915,282,200-300
University College Cork,Ireland,283,-,-,-8.4932737,51.8921099,283,IE,Northern Europe,Europe,0.0035335689045936395,283,200-300
Victoria University of Wellington,New Zealand,219,-,350.5,174.7686615,-41.2904017,284.75,NZ,Australia and New Zealand,Oceania,0.003511852502194908,285,200-300
National Cheng Kung University,"Taiwan, Province of China",222,-,350.5,120.217172,22.9988083,286.25,TW,East Asia,Asia,0.0034934497816593887,286,200-300
"The University of Newcastle, Australia",Australia,224,-,350.5,151.7041775,-32.8927718,287.25,AU,Australia and New Zealand,Oceania,0.0034812880765883376,287,200-300
University of Milan,Italy,325,-,250.5,9.1945843,45.4601435,287.75,IT,Southern Europe,Europe,0.0034752389226759338,288,200-300
The Katz School at Yeshiva University,USA,325,-,250.5,-73.9288728,40.8503116,287.75,US,North America,Americas,0.0034752389226759338,288,200-300
National Taiwan Normal University,"Taiwan, Province of China",289,-,-,121.5275321,25.0260598,289,TW,East Asia,Asia,0.0034602076124567475,289,200-300
Bauman Moscow State Technical University,Russian Federation,291,-,-,37.6855946,55.7659244,291,RU,Eastern Europe,Europe,0.003436426116838488,291,200-300
Complutense University of Madrid,Spain,233,-,350.5,-3.7285872,40.4478246,291.75,ES,Southern Europe,Europe,0.003427592116538132,292,200-300
University of Waikato,New Zealand,292,-,-,175.3184579,-37.7868611,292,NZ,Australia and New Zealand,Oceania,0.003424657534246575,292,200-300
Indian Institute of Technology Kanpur,India,293,-,-,80.2329,26.5123388,293,IN,South Asia,Asia,0.0034129692832764505,293,200-300
Pontificia Universidad Católica de Chile,Chile,137,-,450.5,-70.6407933,-33.4411279,293.75,CL,South America,Americas,0.003404255319148936,294,200-300
Saint Petersburg State University,Russian Federation,240,-,350.5,30.2989199,59.941894,295.25,RU,Eastern Europe,Europe,0.003386960203217612,295,200-300
University of Jena,Germany,341,-,250.5,11.5898195,50.9295513,295.75,DE,Western Europe,Europe,0.0033812341504649195,296,200-300
University of Hawai'i at Mañoa,USA,341,-,250.5,-157.8171118,21.296939,295.75,US,North America,Americas,0.0033812341504649195,296,200-300
"SOAS, University of London",UK,296,-,-,-0.129259,51.52235,296,GB,Northern Europe,Europe,0.0033783783783783786,296,200-300
NUI Galway,Ireland,243,-,350.5,-9.0614864,53.2770243,296.75,IE,Northern Europe,Europe,0.003369839932603201,297,200-300
Xi'an Jiaotong University,China,344,-,250.5,108.983693,34.250803,297.25,CN,East Asia,Asia,0.00336417157275021,297,200-300
Hong Kong Baptist University,Hong Kong,299,-,-,114.1818597,22.3380838,299,HK,East Asia,Asia,0.0033444816053511705,299,200-300
University of Delaware,USA,425.5,-,175.5,-75.7506114,39.6779504,300.5,US,North America,Americas,0.0033277870216306157,300,300-400
University of Iowa,USA,425.5,-,175.5,-91.5548998,41.6626963,300.5,US,North America,Americas,0.0033277870216306157,300,300-400
University of Ulm,Germany,357,-,250.5,9.955582,48.4222305,303.75,DE,Western Europe,Europe,0.0032921810699588477,304,300-400
University of Stuttgart,Germany,259,-,350.5,9.1724985,48.7816472,304.75,DE,Western Europe,Europe,0.003281378178835111,305,300-400
University of Kiel,Germany,435.5,-,175.5,10.1147022,54.3460549,305.5,DE,Western Europe,Europe,0.0032733224222585926,306,300-400
Politecnico di Torino,Italy,307,-,-,7.662203,45.0624921,307,IT,Southern Europe,Europe,0.003257328990228013,307,300-400
University of Surrey,UK,264,-,350.5,-0.5905421,51.2421839,307.25,GB,Northern Europe,Europe,0.0032546786004882017,307,300-400
University of the Witwatersrand,South Africa,364,-,250.5,28.0302973,-26.190508,307.25,ZA,Southern Africa,Africa,0.0032546786004882017,307,300-400
"Birkbeck, University of London",UK,308,-,-,-0.130462,51.521975,308,GB,Northern Europe,Europe,0.003246753246753247,308,300-400
Indian Institute of Technology Kharagpur,India,308,-,-,87.3105311,22.3149274,308,IN,South Asia,Asia,0.003246753246753247,308,300-400
Oregon State University,USA,445.5,-,175.5,-123.2794443,44.5637806,310.5,US,North America,Americas,0.00322061191626409,310,300-400
Paris Descartes University - Sorbonne Paris Cité,France,445.5,-,175.5,2.340761,48.851251,310.5,FR,Western Europe,Europe,0.00322061191626409,310,300-400
King Fahd University of Petroleum and Minerals,Saudi Arabia,173,-,450.5,50.1498042,26.3048047,311.75,SA,Middle East,Asia,0.0032076984763432237,312,300-400
Dalhousie University,Canada,279,-,350.5,-63.5916555,44.6365812,314.75,CA,North America,Americas,0.003177124702144559,315,300-400
Aalborg University,Denmark,379,-,250.5,9.9818527,57.0145665,314.75,DK,Northern Europe,Europe,0.003177124702144559,315,300-400
University of Montpellier,France,381,-,250.5,3.8634485,43.6316206,315.75,FR,Western Europe,Europe,0.003167062549485352,316,300-400
Massey University,New Zealand,316,-,-,174.7027411,-36.7323894,316,NZ,Australia and New Zealand,Oceania,0.0031645569620253164,316,300-400
Tongji University,China,316,-,-,121.5074,31.2853,316,CN,East Asia,Asia,0.0031645569620253164,316,300-400
TU Wien,Austria,182,-,450.5,16.3684626,48.1986546,316.25,AT,Western Europe,Europe,0.0031620553359683794,316,300-400
Universidade Estadual de Campinas,Brazil,182,-,450.5,-47.0647206,-22.8184393,316.25,BR,South America,Americas,0.0031620553359683794,316,300-400
Stony Brook University,USA,382,-,250.5,-73.1233889,40.9123761,316.25,US,North America,Americas,0.0031620553359683794,316,300-400
"University at Buffalo, The State University of New York",USA,318,-,-,-78.8182506,42.9533594,318,US,North America,Americas,0.0031446540880503146,318,300-400
University of Missouri–Kansas City,USA,386,-,250.5,-94.5760259,39.0335539,318.25,US,North America,Americas,0.003142183817753339,318,300-400
Lincoln University,New Zealand,319,-,-,172.4677741,-43.6436854,319,NZ,Australia and New Zealand,Oceania,0.003134796238244514,319,300-400
Tomsk State University,Russian Federation,323,-,-,84.9478675,56.4694917,323,RU,Eastern Europe,Europe,0.0030959752321981426,323,300-400
Johannes Gutenberg University Mainz,Germany,398,-,250.5,8.2415552,49.9926403,324.25,DE,Western Europe,Europe,0.0030840400925212026,324,300-400
University of Porto,Portugal,301,-,350.5,-8.6156998,41.1465479,325.75,PT,Southern Europe,Europe,0.0030698388334612432,326,300-400
Ruhr University Bochum,Germany,405.5,-,250.5,7.2616093,51.4456659,328,DE,Western Europe,Europe,0.003048780487804878,328,300-400
National Yang-Ming University,"Taiwan, Province of China",329,-,-,121.513702,25.123002,329,TW,East Asia,Asia,0.00303951367781155,329,300-400
Ecole Normale Supérieure de Cachan,France,330,-,-,2.3272147,48.7887191,330,FR,Western Europe,Europe,0.0030303030303030303,330,300-400
Federal University of Rio de Janeiro,Brazil,311,-,350.5,-43.1753638,-22.9541412,330.75,BR,South America,Americas,0.0030234315948601664,331,300-400
Institut Teknologi Bandung,Indonesia,331,-,-,107.6106591,-6.89148,331,ID,South East Asia,Asia,0.0030211480362537764,331,300-400
Southern University of Chile,Argentina,331,-,-,-73.2516591,-39.8061639,331,AR,South America,Americas,0.0030211480362537764,331,300-400
University of Canterbury,New Zealand,214,-,450.5,172.5839233,-43.5235375,332.25,NZ,Australia and New Zealand,Oceania,0.0030097817908201654,332,300-400
University of Tartu,Estonia,314,-,350.5,26.7198659,58.3810843,332.25,EE,Northern Europe,Europe,0.0030097817908201654,332,300-400
Belarusian State University,Belarus,334,-,-,27.5460609,53.8938988,334,BY,Eastern Europe,Europe,0.0029940119760479044,334,300-400
Mahidol University,Thailand,334,-,-,100.3234171,13.7945775,334,TH,South East Asia,Asia,0.0029940119760479044,334,300-400
University of Liège,Belgium,319,-,350.5,5.559064,50.5830803,334.75,BE,Western Europe,Europe,0.002987303958177745,335,300-400
L.N. Gumilyov Eurasian National University,Kazakhstan,336,-,-,71.4648566,51.160307,336,KZ,Central Asia,Asia,0.002976190476190476,336,300-400
Hiroshima University,Japan,322,-,350.5,132.714908,34.403123,336.25,JP,East Asia,Asia,0.002973977695167286,336,300-400
University of Belgrano,Argentina,337,-,-,-58.443664,-34.564198,337,AR,South America,Americas,0.002967359050445104,337,300-400
Griffith University,Australia,325,-,350.5,153.0532585,-27.5550897,337.75,AU,Australia and New Zealand,Oceania,0.0029607698001480384,338,300-400
The University of Georgia,USA,425.5,-,250.5,-83.3773221,33.9480053,338,US,North America,Americas,0.0029585798816568047,338,300-400
University of Pisa,Italy,425.5,-,250.5,10.3988593,43.7167235,338,IT,Southern Europe,Europe,0.0029585798816568047,338,300-400
University of Texas at Dallas,USA,425.5,-,250.5,-96.7500993,32.9857619,338,US,North America,Americas,0.0029585798816568047,338,300-400
Boston College,USA,339,-,-,-71.1664609,42.3351179,339,US,North America,Americas,0.0029498525073746312,339,300-400
Gwangju Institute of Science and Technology,Republic of Korea,339,-,-,126.8407202,35.2272692,339,KR,East Asia,Asia,0.0029498525073746312,339,300-400
"City, University of London",UK,343,-,-,-0.1025445,51.5278249,343,GB,Northern Europe,Europe,0.0029154518950437317,343,300-400
Florida State University,USA,435.5,-,250.5,-84.2984889,30.4418778,343,US,North America,Americas,0.0029154518950437317,343,300-400
Umeå University,Sweden,338,-,350.5,20.3036711,63.8205484,344.25,SE,Northern Europe,Europe,0.002904865649963689,344,300-400
University of Essex,UK,347,-,-,0.9472069,51.8777259,347,GB,Northern Europe,Europe,0.002881844380403458,347,300-400
Nankai University,China,344,-,350.5,117.1742232,39.1039443,347.25,CN,East Asia,Asia,0.0028797696184305254,347,300-400
Chulalongkorn University,Thailand,245,-,450.5,100.5276142,13.7390072,347.75,TH,South East Asia,Asia,0.002875629043853343,348,300-400
Simon Fraser University,Canada,245,-,450.5,-122.9198833,49.2780937,347.75,CA,North America,Americas,0.002875629043853343,348,300-400
University of Victoria,Canada,346,-,350.5,-123.3116935,48.4634067,348.25,CA,North America,Americas,0.002871500358937545,348,300-400
RMIT University,Australia,247,-,450.5,144.9642263,-37.8079933,348.75,AU,Australia and New Zealand,Oceania,0.002867383512544803,349,300-400
Qatar University,Qatar,349,-,-,51.4876252,25.376743,349,QA,Middle East,Asia,0.0028653295128939827,349,300-400
Universiti Brunei Darussalam,Brunei Darussalam,349,-,-,114.89397,4.972665,349,BN,South East Asia,Asia,0.0028653295128939827,349,300-400
Novosibirsk State University,Russian Federation,250,-,450.5,83.0943884,54.8477462,350.25,RU,Eastern Europe,Europe,0.0028551034975017845,350,300-400
University of Cincinnati,USA,-,-,350.5,-84.5149504,39.1329219,350.5,US,North America,Americas,0.0028530670470756064,350,300-400
University of Pavia,Italy,-,-,350.5,9.1561041,45.1867156,350.5,IT,Southern Europe,Europe,0.0028530670470756064,350,300-400
University of South Carolina,USA,-,-,350.5,-81.0274276,33.996112,350.5,US,North America,Americas,0.0028530670470756064,350,300-400
Temple University,USA,-,-,350.5,-75.1553512,39.9811935,350.5,US,North America,Americas,0.0028530670470756064,350,300-400
University of Vermont,USA,-,-,350.5,-73.1964637,44.4778528,350.5,US,North America,Americas,0.0028530670470756064,350,300-400
University of Manitoba,Canada,-,-,350.5,-97.1366259,49.8075008,350.5,CA,North America,Americas,0.0028530670470756064,350,300-400
University of Milan-Bicocca,Italy,-,-,350.5,9.213452,45.518383,350.5,IT,Southern Europe,Europe,0.0028530670470756064,350,300-400
Saint Louis University,USA,-,-,350.5,-90.2338232,38.6354598,350.5,US,North America,Americas,0.0028530670470756064,350,300-400
Tongji University,China,-,-,350.5,121.212046,31.282196,350.5,CN,East Asia,Asia,0.0028530670470756064,350,300-400
Western Sydney University,Australia,-,-,350.5,150.7933263,-34.069638,350.5,AU,Australia and New Zealand,Oceania,0.0028530670470756064,350,300-400
Beihang University,China,-,-,350.5,116.3411331,39.9828034,350.5,CN,East Asia,Asia,0.0028530670470756064,350,300-400
Boston College,USA,-,-,350.5,-71.1684945,42.3355488,350.5,US,North America,Americas,0.0028530670470756064,350,300-400
